NobHlGUjV3g,7883520,7925424,this list of four integers in the memory,1,1
NobHlGUjV3g,9032800,9085920,element in the list and this is the second element in the list,2,2
NobHlGUjV3g,9551840,9592000,the first block in the list and this is the,1,1
NobHlGUjV3g,9592000,9618720,second block in the list,1,1
NobHlGUjV3g,10507360,10524944,end of the list,1,1
NobHlGUjV3g,10912960,10931200,in the list,1,1
NobHlGUjV3g,11189760,11222880,the next node on the list,1,1
NobHlGUjV3g,11816320,11850720,of the next node in the list,1,1
NobHlGUjV3g,11850720,11924800,so if we store the list like this in the memory as these noncontiguous,1,1
NobHlGUjV3g,11958560,12018720,but then this is a linked list data structure,1,1
NobHlGUjV3g,12018720,12066400,logical view of the linked list data structure will be something like,1,1
NobHlGUjV3g,12283840,12357440,and the only information about the list that we keep all the time is,1,1
NobHlGUjV3g,12410400,12485600,so address of the head node kind of gives us access to the complete list,1,1
NobHlGUjV3g,12613280,12661600,now if we want to traverse the linked list,1,1
NobHlGUjV3g,12913120,12937920,in the linked list,1,1
NobHlGUjV3g,12937920,12994880,if we want to insert a node in the linked list,1,1
NobHlGUjV3g,12994880,13050400,lets say we want to add number three at the end of the linked list,1,1
NobHlGUjV3g,13050400,13110880,then all we need to do is first create a node in the linked list,1,1
NobHlGUjV3g,13911360,13927520,the linked list,1,1
NobHlGUjV3g,14150064,14216320,element in the list we could calculate the address of the element,1,1
NobHlGUjV3g,14570384,14625904,to the size of the list lets say the size of the list is n there are n,2,2
NobHlGUjV3g,14625904,14647840,elements in the list,1,1
NobHlGUjV3g,14883520,14913600,insertion into the list,1,1
NobHlGUjV3g,14913600,14979200,we can insert anywhere in the list we first need to create a node and,1,1
NobHlGUjV3g,15050880,15119040,10 at 3rd position in the list so all we need to do is create a node store,1,1
NobHlGUjV3g,15382720,15432320,now to insert also we will have to traverse the list and got to that,1,1
NobHlGUjV3g,15787520,15818560,from this list will also o,1,1
NobHlGUjV3g,15818560,15860000,so we can see some good things about linked list,1,1
NobHlGUjV3g,16140800,16196000,we do not have to guess the size of the list beforehand like in the case of,1,1
NobHlGUjV3g,16226080,16279840,we will discuss all the operations on linked list and the cost,1,1
NobHlGUjV3g,16341120,16415680,in our next lessons we will also be implementing linked list in c,1,1
NobHlGUjV3g,16434080,16487840,so this is all for a basic introduction to linked list,1,1
P4GydOp6Nek,402240,468464,is definitely on their list but when,1,1
P4GydOp6Nek,853920,922384,list it were going to,1,1
P4GydOp6Nek,4839840,4958880,think this is definitely on their list,1,1
P4GydOp6Nek,8380320,8439840,list if you were gonna move what would,1,1
P4GydOp6Nek,12846400,12891520,over the list in my head youre looking,1,1
P4GydOp6Nek,21512480,21564800,and we can list him okay like i get for,1,1
P4GydOp6Nek,40130080,40283680,are you going to list it were going to,1,2
P4GydOp6Nek,40193280,40310080,list it downtown we go its kind of hard,1,1
egaQZ1Vl4Z0,176640,233280,tier list and i know some of these have,1,1
egaQZ1Vl4Z0,254864,342240,doggy he made one a tier list for duels,1,1
egaQZ1Vl4Z0,5185440,5261760,to be at the top of the tier list kind,1,1
egaQZ1Vl4Z0,7559040,7630080,lob ringer is pretty high on my list and,1,1
egaQZ1Vl4Z0,11208640,11277760,not being able to be in that a tier list,1,1
egaQZ1Vl4Z0,11249424,11296000,speaking of a tier list the first person,1,1
egaQZ1Vl4Z0,13474720,13537120,character on this list is shinobi iii,1,1
egaQZ1Vl4Z0,21310560,21385120,the list is highlander this is a,1,1
egaQZ1Vl4Z0,25194864,25276000,tier list guys i hope that you enjoyed,1,1
CmyP-ljev68,2612912,2679632,the list is an absolute good,1,1
CmyP-ljev68,2680960,2734352,the list is life,1,1
085u0NnAgjA,29264,87360,released a list of 10 things white,1,1
085u0NnAgjA,631680,693120,leader personally i havent seen a list,1,1
085u0NnAgjA,758880,935504,to report the facts one on her list,1,1
085u0NnAgjA,3008960,3079040,this petulant and who would never list,1,2
085u0NnAgjA,3040160,3113600,something so low aiming as a list that,1,1
1NLV24qTnlg,180944,270720,must be found ive got a little list,1,2
1NLV24qTnlg,220304,307184,ive got a literal list of society,1,1
1NLV24qTnlg,1883680,2020960,brahms ill put them on the list and,1,2
1NLV24qTnlg,1924480,2051664,make them sit through lists on saturday,1,1
1NLV24qTnlg,2719200,2808480,mortgages ive got here on the list,1,1
1NLV24qTnlg,2884304,2986064,list retirees who migrate to the country,1,1
1NLV24qTnlg,4107344,4191824,get the gist ive got her on the list,1,1
1NLV24qTnlg,4328160,4437280,also on the list and people who inflict,1,1
1NLV24qTnlg,4714704,4773120,ive got him on the list,1,2
E4mFIfpyLIQ,438240,508304,like like it like a part of the list all,1,1
kE3La8u5bnw,1235840,1296320,and so the dogs that are the lowest on the tier list are of course gonna be the ones that dont do this,1,1
kE3La8u5bnw,2065920,2141440,one step up on this list and we have the coyote or for the nonamerican players the jackal,1,1
kE3La8u5bnw,2780480,2858240,now i know most of us are used to seeing fox at the top of most tier lists but in outside they are a lot more balanced,1,1
zzOsd-1AkaM,2880,44768,kids write the darnedest holiday lists,1,1
zzOsd-1AkaM,1444000,1472160,on all those gifts they have on their lists,1,1
zzOsd-1AkaM,1507200,1535200,uhhuh and speaking of lists,1,1
zzOsd-1AkaM,1592800,1634560,on these kids holiday lists,1,1
zzOsd-1AkaM,2018560,2069440,holiday wish list that was posted on the internet,1,1
zzOsd-1AkaM,2326384,2381280,for you guys off of your christmas wish lists,1,1
zzOsd-1AkaM,2509760,2550400,all right lets see the first holiday wish list,1,1
zzOsd-1AkaM,5227680,5266368,i mean thatd be a good christmas list,1,1
zzOsd-1AkaM,7131200,7159840,all right this is a list,1,1
zzOsd-1AkaM,7159840,7188480,for santa  list for santa,1,1
zzOsd-1AkaM,7414720,7455680,my sons christmas list still makes me laugh,1,1
zzOsd-1AkaM,7910400,7945328,youre like a kids christmas list,1,1
zzOsd-1AkaM,10567040,10624480,so was this a repurposed list or was this,1,1
zzOsd-1AkaM,12534880,12582080,yes and were gonna be looking at your christmas lists,1,1
DNGRsvi1ORg,10740480,10793280,so the website lists these two is like,1,1
DNGRsvi1ORg,11031360,11143200,obviously im gonna list him on beat,1,1
DNGRsvi1ORg,14353280,14403680,teabagging tier list for super smash,1,1
W8KRzm-HUcc,26400,101744,this video well be learning about lists,1,1
W8KRzm-HUcc,240480,304800,that means so first lets look at lists,1,1
W8KRzm-HUcc,304800,360960,the time on lists just because it has a,1,1
W8KRzm-HUcc,396960,468000,it allows us to work with a list of,1,1
W8KRzm-HUcc,468000,550080,wanted a list of courses so i could,1,1
W8KRzm-HUcc,550080,627824,and to create a list were going to use,1,1
W8KRzm-HUcc,719040,823040,lets say that we wanted a list of,1,1
W8KRzm-HUcc,975824,1060320,list so ill print out courses and run,1,1
W8KRzm-HUcc,1060320,1137600,our entire list now if we wanted to see,1,2
W8KRzm-HUcc,1103520,1181760,how many values are in our list then we,1,1
W8KRzm-HUcc,1338240,1413600,and our list and we can access each of,1,1
W8KRzm-HUcc,1413600,1500000,go back to just printing out our list,1,1
W8KRzm-HUcc,1500000,1581600,values in our list we can use square,1,2
W8KRzm-HUcc,1532144,1626240,brackets after our list and pass in the,1,1
W8KRzm-HUcc,1740480,1847024,value of our list we can access the,1,1
W8KRzm-HUcc,1875360,1947840,since the length of our list is 4 that,1,1
W8KRzm-HUcc,2087040,2171024,value for my list which is comps,1,1
W8KRzm-HUcc,2485920,2575680,the list so since 0 is the first item of,1,2
W8KRzm-HUcc,2532000,2623200,our list i can also get the last item of,1,2
W8KRzm-HUcc,2575680,2677440,our list using a negative 1 so if we,1,1
W8KRzm-HUcc,2860784,2952480,what the length of the list is so for,1,2
W8KRzm-HUcc,2905440,2985584,example if my list grew by 10 items then,1,1
W8KRzm-HUcc,3261104,3333104,that we get this list index out of range,1,1
W8KRzm-HUcc,3400784,3487664,two values from this list then i could,1,1
W8KRzm-HUcc,4498064,4583504,this list then we can say that we want,1,1
W8KRzm-HUcc,4688624,4755840,go all the way to the end of the list so,1,1
W8KRzm-HUcc,5095184,5158064,look at some list methods that we have,1,1
W8KRzm-HUcc,5158064,5203664,our list,1,1
W8KRzm-HUcc,5203664,5282400,an item to our list there are a couple,1,1
W8KRzm-HUcc,5314064,5380800,our list then we could use the append,1,1
W8KRzm-HUcc,5563184,5633280,just print out our courses list and run,1,1
W8KRzm-HUcc,5633280,5707664,appended here to the end of the list now,1,1
W8KRzm-HUcc,5707664,5773424,specific location in our list then we,1,1
W8KRzm-HUcc,5927504,6033584,the beginning of our list then we could,1,1
W8KRzm-HUcc,6387840,6440144,list,1,1
W8KRzm-HUcc,6550064,6625920,want to add to our list so for example,1,2
W8KRzm-HUcc,6587984,6675840,lets say that we have another list here,1,1
W8KRzm-HUcc,6675840,6794880,equal to another list with art and,1,2
W8KRzm-HUcc,6739984,6843360,education in this list and we want to,1,1
W8KRzm-HUcc,6843360,6881760,list,1,1
W8KRzm-HUcc,6965280,7044000,list lets instead insert these courses,1,2
W8KRzm-HUcc,7012800,7081920,to the beginning of our list so lets go,1,1
W8KRzm-HUcc,7081920,7162544,the beginning of our list that it,1,2
W8KRzm-HUcc,7119840,7208144,actually added the entire list of,1,1
W8KRzm-HUcc,7208144,7309920,so we can actually have a list within a,1,2
W8KRzm-HUcc,7267664,7348800,list like we have here so if we were to,1,1
W8KRzm-HUcc,7348800,7425104,list so ill print out the index of 0,1,1
W8KRzm-HUcc,7425104,7502880,the first value is actually this list,1,1
W8KRzm-HUcc,7534064,7612800,values from our second list to our,1,2
W8KRzm-HUcc,7573920,7655504,original list now that is why we use the,1,1
W8KRzm-HUcc,8015504,8099024,values from our second list here to our,1,1
W8KRzm-HUcc,8228160,8339504,the list itself on there instead of the,1,1
W8KRzm-HUcc,8373120,8480640,item is extended onto that list ok so,1,1
W8KRzm-HUcc,8516640,8564640,list,1,1
W8KRzm-HUcc,8749920,8828160,math was removed from the courses list,1,1
W8KRzm-HUcc,8950560,9038400,of our list now this is useful if we,1,2
W8KRzm-HUcc,8993280,9086400,want to use our list like a stack or a,1,1
W8KRzm-HUcc,9134400,9198720,off of our list and now we just have,1,1
W8KRzm-HUcc,9556320,9635520,at the list so if you had a stack or a,1,1
W8KRzm-HUcc,9635520,9711360,keep popping off values until your list,1,1
W8KRzm-HUcc,9711360,9779040,we can sort our list in a couple of,1,1
W8KRzm-HUcc,9805920,9877440,our list as it currently is now this is,1,1
W8KRzm-HUcc,10112160,10193760,of reversing our list what if we wanted,1,2
W8KRzm-HUcc,10147200,10240320,to sort our list now sorting is just as,1,1
W8KRzm-HUcc,10282080,10357920,see that now our list is sorted in,1,1
W8KRzm-HUcc,10357920,10436640,math physics now if our list contained,1,1
W8KRzm-HUcc,10479360,10554720,another list here of numbers ill just,1,1
W8KRzm-HUcc,11014560,11088000,our reverse method on the list after,1,1
W8KRzm-HUcc,11575680,11647200,its just altering the list in place but,1,1
W8KRzm-HUcc,11647200,11730720,sorted version of our list without,1,2
W8KRzm-HUcc,11685120,11781600,altering the original list so what if we,1,1
W8KRzm-HUcc,11781600,11882400,list without altering the original so to,1,1
W8KRzm-HUcc,11924160,12019680,on our list well instead use this sorted,1,1
W8KRzm-HUcc,12068640,12154560,and we can see that our list is not,1,1
W8KRzm-HUcc,12191040,12276480,function doesnt sort the list in place,1,1
W8KRzm-HUcc,12231840,12319200,it returns a sorted version of the list,1,2
W8KRzm-HUcc,12276480,12354720,so to get that sorted list we have to,1,1
W8KRzm-HUcc,12507840,12588000,courses list and now if we copy that and,1,1
W8KRzm-HUcc,12622560,12685920,sorted version of that list so thats,1,1
W8KRzm-HUcc,12727200,12779040,list in any way,1,1
W8KRzm-HUcc,12800640,12867360,version of that list without altering,1,1
W8KRzm-HUcc,13093440,13179360,minimum value of our numbers list here,1,1
W8KRzm-HUcc,13341120,13412160,as the minimum number of that list,1,1
W8KRzm-HUcc,13412160,13502400,list then we could use max and if i run,1,1
W8KRzm-HUcc,13766880,13847040,values here within our list so let me go,1,1
W8KRzm-HUcc,14027040,14142720,and our list then we could just print,1,1
W8KRzm-HUcc,14335200,14412000,a value that doesnt exist in the list,1,1
W8KRzm-HUcc,14412000,14490720,search that original list of courses for,1,1
W8KRzm-HUcc,14525280,14605440,in the list now if we just wanted to,1,1
W8KRzm-HUcc,14605440,14685600,list and simply get back a true or false,1,1
W8KRzm-HUcc,14733120,14845440,in our list then i could say art in,1,1
W8KRzm-HUcc,15146880,15287520,of our list by using a for loop so if i,1,1
W8KRzm-HUcc,15552464,15651344,our list and each loop through this item,1,1
W8KRzm-HUcc,15651344,15724304,in the list so thats why this line is,1,1
W8KRzm-HUcc,15815040,15889424,that it prints out each item of our list,1,1
W8KRzm-HUcc,16901760,16972784,value as were looping through our list,1,1
W8KRzm-HUcc,17353440,17436944,well want to turn our list into strings,1,1
W8KRzm-HUcc,17500320,17564160,going to pass in our list as the,1,1
W8KRzm-HUcc,17564160,17636640,we wanted to turn our list of courses,1,1
W8KRzm-HUcc,17784000,17868944,our list so i want these to be comma,1,1
W8KRzm-HUcc,17948160,18038864,of the list using this string so ill,1,1
W8KRzm-HUcc,18518400,18583680,list values joined together now we can,1,1
W8KRzm-HUcc,18583680,18657120,string back into a list so we can do,1,1
W8KRzm-HUcc,18732480,18832320,new list here and ill set this equal to,1,2
W8KRzm-HUcc,18784320,18886560,the string version of our list and ill,1,1
W8KRzm-HUcc,19067040,19144320,space and make a list out of all those,1,1
W8KRzm-HUcc,19144320,19240160,out our new list so ill print,1,1
W8KRzm-HUcc,19202240,19278080,new list and run that and you can see,1,1
W8KRzm-HUcc,19240160,19316960,that now were back to the original list,1,1
W8KRzm-HUcc,19343840,19427840,can do with lists but now lets move on,1,1
W8KRzm-HUcc,19427840,19481120,familiar with lists then these will,1,1
W8KRzm-HUcc,19481120,19558400,okay so tuples are very similar to lists,1,1
W8KRzm-HUcc,19652000,19731680,lists are mutable and tuples are not,1,1
W8KRzm-HUcc,19954400,20037440,those in so first we have a regular list,1,1
W8KRzm-HUcc,20147840,20229440,our list of courses and im calling this,1,2
W8KRzm-HUcc,20186720,20274560,list one and then were creating another,1,2
W8KRzm-HUcc,20229440,20317760,variable here called list two and were,1,2
W8KRzm-HUcc,20274560,20360000,setting that equal to list one and then,1,1
W8KRzm-HUcc,20360000,20435360,run this then we can see that both list,1,2
W8KRzm-HUcc,20396960,20480000,one and list two have the same values so,1,1
W8KRzm-HUcc,20527040,20628320,index of list 1 and then reprinting our,1,1
W8KRzm-HUcc,20706080,20810720,list 1 but by changing list ones first,2,3
W8KRzm-HUcc,20761280,20837120,value it also changed list two and the,1,1
W8KRzm-HUcc,20885600,20972480,to modify your list then this mutability,1,1
W8KRzm-HUcc,20927840,21017120,is what you want but if you want a list,1,1
W8KRzm-HUcc,21222560,21297920,list but instead of the square brackets,1,1
W8KRzm-HUcc,21615200,21699200,these tuples are equal to the same list,1,1
W8KRzm-HUcc,21755360,21832160,one just like we did with our list if we,1,1
W8KRzm-HUcc,22013600,22088960,have nearly as many methods as a list,1,2
W8KRzm-HUcc,22052000,22126400,because a lot of those list methods that,1,1
W8KRzm-HUcc,22349600,22422560,for what mutates the list so thats,1,2
W8KRzm-HUcc,22390400,22457600,basically the difference between lists,1,1
W8KRzm-HUcc,22457600,22524320,you can modify then use a list but if,1,1
W8KRzm-HUcc,22927040,22998080,this looks similar to lists and tuples,1,1
W8KRzm-HUcc,23387840,23473600,our lists or tuples sets dont really,1,1
W8KRzm-HUcc,24076944,24159520,lists and tuples so what i mean by this,1,1
W8KRzm-HUcc,24325120,24412000,with lists and tuples also but sets are,1,1
W8KRzm-HUcc,26162560,26232160,performant than lists or tuples okay so,1,1
W8KRzm-HUcc,26299360,26367040,going to be how to create empty lists,1,1
W8KRzm-HUcc,26602704,26698704,so to create an empty list we can either,1,1
W8KRzm-HUcc,26698704,26783200,we can use this builtin list class and,1,1
W8KRzm-Hucc,27254080,27328000,working with lists and tuples and sets,1,1
Sx3I9hTsS80,36000,115200,the fnl list has been updated a lot of,1,1
Sx3I9hTsS80,221280,288464,because i havent seen the list its,1,1
Sx3I9hTsS80,562560,607680,think we were going to get a band list,1,1
Sx3I9hTsS80,692160,768000,list i believe this is the the eu page,1,1
Sx3I9hTsS80,8099040,8160960,the list i actually i dont really think,1,1
Sx3I9hTsS80,10446720,10499040,darkness could actually be on this list,1,1
Sx3I9hTsS80,11866080,11981760,freedom list oh my god theyve unbent so,1,1
Sx3I9hTsS80,12036000,12113264,contraband on the same list and now,1,1
Sx3I9hTsS80,16778864,16866240,list the very unlimited fucking necrons,1,1
Sx3I9hTsS80,17344784,17389920,banned list they got to give us arch we,1,1
Sx3I9hTsS80,17468624,17538240,on the list anymore the monarchs erupted,1,1
Sx3I9hTsS80,17538240,17634240,aether on the list and then we also have,1,1
Sx3I9hTsS80,17856000,17898704,one of the biggest band lists that weve,1,1
GaPS0EqVNJY,35520,109920,create a dynamic dropdown list a say,1,1
GaPS0EqVNJY,82560,157920,for example you wanted to create a list,1,2
GaPS0EqVNJY,109920,197584,when you chose one item from a list it,1,2
GaPS0EqVNJY,157920,240944,would give you a dynamic list from that,1,1
GaPS0EqVNJY,297600,370560,here in our produce list where the other,1,1
GaPS0EqVNJY,394560,459840,category it should give us the list of,1,1
GaPS0EqVNJY,533760,639360,us these for a list of these 4 items,1,1
GaPS0EqVNJY,1577264,1667520,the name for this list one way to do,1,1
GaPS0EqVNJY,3710240,3812000,do is win allow for a list and for our,1,1
GaPS0EqVNJY,4574080,4656640,a list but we just cant say that we,1,1
GaPS0EqVNJY,4828480,4912480,in this list or that list what we need,2,2
GaPS0EqVNJY,5350704,5439520,lists so thats what indirect is going,1,1
GaPS0EqVNJY,5918080,6006704,dropdown list hope this helps thanks,1,1
WgRAlgZaibI,7608480,7674704,or make a shopping list where im going,1,1
HdFG8L1sajw,559680,602400,and this data structure is list,1,1
HdFG8L1sajw,602400,623040,list is a common,1,1
HdFG8L1sajw,653600,713920,list is nothing but a collection of objects of the same type,1,1
HdFG8L1sajw,713920,773280,we can have a list of words we can have a list of names,2,2
HdFG8L1sajw,773280,804000,or we can have a list of numbers,1,1
HdFG8L1sajw,804000,873440,so let us first define list as an abstract data type so,1,1
HdFG8L1sajw,1050080,1091360,let us first define a very basic list,1,1
HdFG8L1sajw,1091360,1127520,i want a list that can store a,1,1
HdFG8L1sajw,1191200,1242720,this would be a static list as the number of elements in the list will not,2,2
HdFG8L1sajw,1242720,1308320,change and we will know the number of elements before creating the list,1,1
HdFG8L1sajw,1383360,1416320,any position in the list,1,1
HdFG8L1sajw,1468000,1481760,the list,1,1
HdFG8L1sajw,1481760,1542080,so if i ask you for an implementation of such a list,1,1
HdFG8L1sajw,1809280,1824000,list of,1,1
HdFG8L1sajw,2274544,2344304,so array is a data structure that gives us implementation for this list,1,1
HdFG8L1sajw,2344304,2419984,now i want a list and that should have many more features i want it to handle,1,1
HdFG8L1sajw,2444784,2480944,so ill redefine this list here,1,1
HdFG8L1sajw,2480944,2542400,i dont want a static list a static collection of fixed size i want a,1,1
HdFG8L1sajw,2542400,2563040,dynamic list,1,1
HdFG8L1sajw,2591984,2639664,so the features of my list are that,1,1
HdFG8L1sajw,2639664,2662880,i will call my list,1,1
HdFG8L1sajw,2684640,2714240,if there are no elements in the list,1,1
HdFG8L1sajw,2714240,2767184,ill say the size of the list is zero when it is empty,1,1
HdFG8L1sajw,2783824,2835664,i can insert an element into the list,1,1
HdFG8L1sajw,2835664,2894544,and i can insert an element at any position in the list in an existing,1,1
HdFG8L1sajw,2894544,2909744,list,1,1
HdFG8L1sajw,2909744,2950704,i can remove element from the list,1,1
HdFG8L1sajw,2950704,3005104,i can count the number of elements in the list,1,1
HdFG8L1sajw,3087200,3145744,element at a particular position in the list,1,1
HdFG8L1sajw,3145744,3211184,and i should also be able to specify the date type for the list so i should be,1,1
HdFG8L1sajw,3211184,3249920,able to while creating the list i should be,1,1
HdFG8L1sajw,3266240,3329424,whether this is a list of integers or whether this is a list of string,2,2
HdFG8L1sajw,3373104,3452304,now i want a data structure which is implementation of this dynamic list,1,1
HdFG8L1sajw,3479024,3553744,well actually we can implement such a dynamic list using arrays,1,1
HdFG8L1sajw,3671184,3738864,so let us see how we can implement this particular list using arrays,1,1
HdFG8L1sajw,3795680,3865280,that the data type for the list is integerso we are creating a list of,2,2
HdFG8L1sajw,3865280,3896304,a dynamic list of integers,1,1
HdFG8L1sajw,3896304,3955984,what we can do is to implement such a list we can declare,1,1
HdFG8L1sajw,4270704,4312624,that will mark the end of the list,1,1
HdFG8L1sajw,4332464,4374080,so if the list is empty we can,1,1
HdFG8L1sajw,4475840,4515360,so if end is minus one the list is empty,1,1
HdFG8L1sajw,4561760,4583200,array will store the list,1,1
HdFG8L1sajw,4583200,4626560,okay so lets say initially when the list is empty,1,1
HdFG8L1sajw,4911840,4946400,list towards the end of the list,2,2
HdFG8L1sajw,4946400,5011360,so the list will be like well have an element at position zero,1,1
HdFG8L1sajw,5102224,5164320,this variable end marks the end of the list in this array,1,1
HdFG8L1sajw,5193280,5237280,in the list at a particular position,1,1
HdFG8L1sajw,5547184,5607504,okay i just inserted some elements into the list let me also write the,1,1
HdFG8L1sajw,5905600,5958704,all these insertions this is what the list will look like,1,1
HdFG8L1sajw,5958704,6010224,this uh arrow here marks the end of the list in the array,1,1
HdFG8L1sajw,6638544,6707024,okay looks like we pretty much have an implementation of this uh list in the,1,1
HdFG8L1sajw,6762400,6816304,we have a logic of calling the list empty when we have,1,1
HdFG8L1sajw,6856944,6913904,we can insert element at the particular position in the list we can,1,1
HdFG8L1sajw,6997424,7032640,they can count the number of elements in the list,1,1
HdFG8L1sajw,7495184,7561104,but what is a good max size we can always exhaust the array the list can,1,1
HdFG8L1sajw,7632624,7704944,sowe need to have a strategy for the scenario when the list will,1,1
